,收盘_sz,开盘_sz,高_sz,低_sz,交易量_sz,涨跌幅_sz,date,收盘_cy,开盘_cy,高_cy,低_cy,交易量_cy,涨跌幅_cy,sen,lhb
350,"2,944.03","2,939.14","2,958.30","2,938.90",2.27B,0.46,20190730,"1,580.13","1,568.16","1,593.69","1,566.60",1.61B,0.87,-0.002942035610141105,0.018959106328249504
351,"2,912.66","2,931.85","2,932.65","2,906.71",2.39B,-1.07,20190731,"1,570.39","1,577.20","1,578.75","1,567.99",1.17B,-0.62,-0.038836823557969705,7.951187489419831e-05
352,"2,887.87","2,901.15","2,909.47","2,880.30",2.43B,-0.85,20190801,"1,573.87","1,562.53","1,578.86","1,561.20",1.21B,0.22,-0.009187494006645484,0.07746510232655934
353,"2,843.77","2,837.37","2,852.12","2,831.66",2.99B,-1.53,20190802,"1,556.74","1,539.92","1,559.12","1,536.40",1.54B,-1.09,-0.055657988669929694,0.003813937151382061
354,"2,786.72","2,823.35","2,828.48","2,785.90",2.84B,-2.01,20190805,"1,531.37","1,552.35","1,566.73","1,531.37",1.52B,-1.63,-0.04899119110720717,0.02124125510832541
355,"2,760.68","2,736.68","2,771.79","2,718.21",3.69B,-0.93,20190806,"1,507.91","1,501.40","1,517.68","1,478.54",1.82B,-1.53,-0.05123737108199694,-0.015065657301973246
356,"2,747.25","2,771.24","2,773.94","2,747.25",2.46B,-0.49,20190807,"1,500.25","1,520.58","1,523.62","1,500.07",1.23B,-0.51,-0.028159099795558806,-0.032700443329832594
357,"2,786.87","2,771.45","2,790.14","2,768.71",2.94B,1.44,20190808,"1,522.97","1,512.27","1,526.18","1,511.34",1.15B,1.51,-0.014704808902465604,-0.05489952691784377
358,"2,772.15","2,800.44","2,802.81","2,767.14",2.54B,-0.53,20190809,"1,507.71","1,532.98","1,536.25","1,504.89",1.29B,-1.0,-0.04835241423683741,-0.040791698095556286
359,"2,824.80","2,787.44","2,825.09","2,782.77",2.21B,1.9,20190812,"1,539.91","1,511.32","1,539.91","1,506.68",1.42B,2.14,-0.0024640852882537962,0.02124125510832541
360,"2,792.91","2,807.96","2,812.49","2,787.12",2.15B,-1.13,20190813,"1,524.36","1,526.08","1,535.98","1,519.01",1.32B,-1.01,-0.03178230246607446,0.003813937151382061
361,"2,804.36","2,827.04","2,831.34","2,803.86",2.61B,0.41,20190814,"1,536.66","1,546.21","1,551.44","1,534.85",1.70B,0.81,-0.05174147685526282,-0.0005428923378537794
362,"2,814.39","2,758.74","2,815.15","2,756.38",2.53B,0.36,20190815,"1,555.77","1,507.95","1,556.01","1,505.43",1.84B,1.24,-0.028863824819631918,0.052153997674808286
363,"2,824.23","2,817.27","2,846.26","2,805.81",2.41B,0.35,20190816,"1,567.99","1,554.72","1,584.38","1,553.82",2.09B,0.79,-0.015268648769341168,0.0063035540023739685
364,"2,877.23","2,839.25","2,877.47","2,823.87",4.19B,1.88,20190819,"1,622.84","1,586.01","1,622.84","1,581.71",2.92B,3.5,0.04657115896052355,0.06667676263892773
365,"2,875.65","2,869.16","2,883.55","2,864.71",2.98B,-0.05,20190820,"1,611.59","1,624.80","1,630.32","1,607.40",2.30B,-0.69,0.01350874354949078,0.0067184901442059524
366,"2,869.22","2,868.63","2,875.01","2,864.81",2.16B,-0.22,20190821,"1,609.83","1,614.30","1,616.08","1,605.40",1.81B,-0.11,0.01032973367764055,-0.013198444663729313
367,"2,878.00","2,878.73","2,881.06","2,862.44",2.05B,0.31,20190822,"1,613.46","1,614.13","1,615.61","1,599.31",1.74B,0.23,0.032320408352003366,0.008378234711533894
368,"2,917.38","2,880.57","2,923.93","2,876.02",2.41B,1.37,20190823,"1,615.56","1,614.54","1,623.19","1,605.01",1.80B,0.13,0.015291195067610168,-0.005314657968921604
369,"2,863.48","2,869.46","2,882.45","2,854.51",2.64B,-1.85,20190826,"1,600.80","1,588.55","1,608.20","1,587.90",1.79B,-0.91,0.012502249691424886,0.01771429790275355
370,"2,887.24","2,883.42","2,915.84","2,881.00",3.57B,0.83,20190827,"1,628.12","1,611.90","1,646.87","1,610.00",2.20B,1.71,0.04495218172577015,0.06211246507877592
371,"2,867.03","2,883.35","2,887.85","2,860.71",2.36B,-0.7,20190828,"1,625.19","1,629.99","1,632.69","1,617.25",1.68B,-0.18,0.043423905164325656,0.03866857306526877
372,"2,855.45","2,867.77","2,871.63","2,843.28",2.24B,-0.4,20190829,"1,620.86","1,625.96","1,632.96","1,615.57",1.63B,-0.27,0.017172652904252392,0.019581510540997483
373,"2,872.40","2,878.21","2,886.35","2,856.03",2.59B,0.59,20190830,"1,610.90","1,630.05","1,637.26","1,600.45",2.14B,-0.61,-0.015126005642675815,-0.014858189231057252
374,"2,894.96","2,871.29","2,902.41","2,866.75",2.98B,0.79,20190902,"1,652.29","1,614.03","1,655.42","1,610.81",2.24B,2.57,0.045571739688278164,0.05505855066763217
375,"2,892.18","2,897.29","2,900.76","2,878.10",2.59B,-0.1,20190903,"1,660.43","1,656.05","1,662.38","1,646.92",2.40B,0.49,0.03786514200931392,0.02352340388840133
376,"2,919.68","2,888.97","2,919.68","2,887.59",3.76B,0.95,20190904,"1,669.41","1,656.59","1,669.41","1,650.03",2.39B,0.54,0.027667450673349983,0.013357468413517707
377,"2,955.84","2,938.14","2,988.21","2,938.14",5.29B,1.24,20190905,"1,689.05","1,682.44","1,708.97","1,682.44",3.28B,1.18,0.03864696671845354,0.0434403386963366
378,"2,981.07","2,974.80","2,981.24","2,955.82",3.15B,0.85,20190906,"1,692.24","1,699.66","1,700.19","1,674.67",2.51B,0.19,0.03982256563926336,-0.007389338678081526
379,"2,981.59","3,004.80","3,008.67","2,974.23",3.87B,0.02,20190909,"1,733.23","1,702.99","1,733.23","1,691.94",3.13B,2.42,0.04077867008683123,0.07539042161739942
380,"2,969.80","2,987.51","2,988.06","2,958.31",3.60B,-0.4,20190910,"1,725.31","1,733.63","1,734.97","1,715.75",2.77B,-0.46,0.039202508329587285,0.03451921164694893
381,"2,957.14","2,978.97","2,980.66","2,946.57",3.52B,-0.43,20190911,"1,703.54","1,730.35","1,736.18","1,700.91",2.20B,-1.26,-0.0007701776031590389,-0.035397528251740494
382,"2,999.56","2,970.01","3,001.23","2,963.45",3.18B,1.43,20190912,"1,710.57","1,713.59","1,715.33","1,695.29",1.84B,0.41,0.012820105185342158,-0.003862381472509657
383,"2,982.45","3,003.65","3,004.88","2,972.58",3.25B,-0.57,20190916,"1,714.37","1,715.92","1,723.11","1,703.38",2.11B,0.22,0.016994916253688954,0.04489261519274855
384,"2,937.01","2,974.01","2,974.01","2,929.31",3.07B,-1.52,20190917,"1,677.99","1,710.77","1,710.77","1,671.07",2.20B,-2.12,-0.07501999519004647,-0.03560499632265648
385,"2,954.36","2,947.97","2,967.86","2,947.68",2.34B,0.59,20190918,"1,679.31","1,683.15","1,687.11","1,668.66",1.84B,0.08,-0.023968238333305792,-0.00033542426693778684
386,"2,956.83","2,965.03","2,965.11","2,941.66",2.09B,0.08,20190919,"1,705.60","1,684.93","1,706.86","1,676.50",1.89B,1.57,0.03300654448350749,0.011282787704357785
387,"2,963.43","2,964.92","2,970.72","2,956.92",3.02B,0.22,20190920,"1,705.05","1,709.23","1,716.84","1,701.40",2.01B,-0.03,0.03061592350428018,0.005058745576878015
388,"2,930.91","2,955.26","2,955.26","2,916.43",2.38B,-1.1,20190923,"1,684.32","1,699.34","1,699.34","1,669.89",2.04B,-1.22,0.017670917582087317,-0.0032399772597616803
389,"2,940.08","2,936.95","2,956.29","2,929.60",2.27B,0.31,20190924,"1,694.60","1,685.12","1,706.82","1,678.18",2.28B,0.61,0.005044241181741398,-0.002202636905181718
390,"2,928.84","2,930.14","2,942.00","2,923.15",2.25B,-0.38,20190925,"1,672.65","1,686.19","1,689.23","1,670.68",2.22B,-1.3,-0.005161904503757523,-0.04120663423738828
391,"2,927.88","2,939.68","2,952.87","2,926.54",3.15B,-0.03,20190926,"1,623.79","1,677.79","1,680.93","1,623.65",2.21B,-2.92,-0.06841934795111994,-0.0982603537392862
392,"2,929.47","2,929.32","2,934.33","2,916.07",2.30B,0.05,20190927,"1,647.53","1,628.14","1,653.06","1,624.75",1.92B,1.46,-0.02973165624398419,-0.03601993246448846
393,"2,897.70","2,917.07","2,933.51","2,897.68",1.92B,-1.08,20190930,"1,627.55","1,648.90","1,651.87","1,626.05",1.68B,-1.21,-0.049455962028610786,-0.03021082647884069
