b'\xc2\xa0',0.02980455292211932
b'\xe6\x9c\x88',0.010415152077773627
b'\xe5\xa4\x8d\xe7\x9b\x98',0.009299562488196193
b'\xe6\x97\xa5',0.008110473727721362
b'\xe8\x82\xa1\xe4\xbb\xbd',0.005902302984673506
b'\xe2\x80\x94',0.0058121866099210455
b'\xe7\xa7\x91\xe6\x8a\x80',0.005509561762791332
b'\xe4\xbb\x8a\xe5\xa4\xa9',0.005084225256424227
b'\xe6\x96\xb0',0.004676464638749977
b'\xe5\xb8\x82\xe5\x9c\xba',0.00425496287173404
b'\xe5\xb9\xb4',0.004238026106266379
b'\xe6\x98\x8e\xe5\xa4\xa9',0.004102531982525093
b'\xe8\x82\xa1',0.0040961407502731455
b'\xe6\xb6\xa8\xe5\x81\x9c',0.003999313581656141
b'\xe9\xbe\x99\xe5\xa4\xb4',0.0038472022540597907
b'\xc2\xb7',0.0033461296455071076
b'\xe8\xae\xb0\xe5\xbd\x95',0.003146084076021151
b'2019',0.0030789761373757026
b'\xe6\x93\x8d\xe4\xbd\x9c',0.003074821836411937
b'\xe5\xae\x9e\xe7\x9b\x98',0.0030109095138924616
b'\xe6\x89\x93\xe6\x9d\xbf',0.002903856373672341
b'\xe4\xb8\x80\xe4\xb8\xaa',0.00277986646798456
b'\xe8\x82\xa1\xe5\xb8\x82',0.0026817610529171663
b'\xe4\xb8\xad\xe5\x9b\xbd',0.0026753698206652184
b'\xe5\xa4\xa7\xe7\x9b\x98',0.002657793931972363
b'2018',0.002554575531103411
b'\xe8\xa1\x8c\xe6\x83\x85',0.0025437104362751005
b'\xe8\x82\xa1\xe7\xa5\xa8',0.002540514820149127
b'\xe6\x9d\xbf\xe5\x9d\x97',0.0024011859570566715
b'\xe6\x9c\xba\xe4\xbc\x9a',0.0023030805419892776
b'A\xe8\x82\xa1',0.0022810307907200587
b'\xe6\xa6\x82\xe5\xbf\xb5',0.002225746631740713
b'10',0.002200181702732923
b'\xe5\x85\xb3\xe6\xb3\xa8',0.0021301977095740977
b'\xe4\xb9\xb0',0.0020768309202703365
b'\xe4\xb8\xad',0.0020445551973980016
b'\xe5\x88\x9b\xe6\x8a\x95',0.002004290434210732
b'\xe5\x81\x9a',0.001965303917473853
b'\xe7\xad\x96\xe7\x95\xa5',0.0019550779458707367
b'\xe7\x82\x92\xe8\x82\xa1',0.0019359042491148943
b'\xe4\xba\xba',0.0019017111565669753
b'\xe8\xb5\x84\xe9\x87\x91',0.00187071368014503
b'\xe4\xb8\x8b',0.0018205425069672421
b'\xe7\xa7\x91\xe5\x88\x9b\xe6\x9d\xbf',0.0017789994973295834
b'\xe8\xaf\xb4',0.0017668561560508832
b'\xe5\xa5\xbd',0.0017412912270430932
b'\xe5\x8f\x8d\xe5\xbc\xb9',0.001708695942558161
b'\xe4\xba\xbf',0.0016687507409834893
b'\xe4\xba\xa4\xe6\x98\x93',0.0016578856461551784
b'5G',0.001652453098741023
b'\xe7\xbb\xa7\xe7\xbb\xad',0.001648937921002452
b'\xe5\x88\x86\xe6\x9e\x90',0.0016476596745520625
b'\xe6\x8a\x95\xe8\xb5\x84',0.0016332794019851807
b'\xe6\xac\xa1',0.0016057971033018065
b'\xe4\xbb\x8a\xe6\x97\xa5',0.0016032406104010274
b'\xe7\x8b\xac\xe8\xa7\x92\xe5\x85\xbd',0.0015680888330153163
b'\xe9\xa2\x98\xe6\x9d\x90',0.001564573655276745
b'\xe6\x9d\xbf',0.0014862810601903884
b'\xe6\xaf\x8f\xe6\x97\xa5',0.0014770137734250646
b'\xe4\xb8\x8b\xe5\x91\xa8',0.0014719007876235065
b'\xe4\xb8\xaa\xe8\x82\xa1',0.0014278012850850689
b'\xe5\x90\x8e',0.001418533998319745
b'\xe6\x8c\x87\xe6\x95\xb0',0.0014153383821937713
b'\xe5\x85\xac\xe5\x8f\xb8',0.0014118232044552002
b'11',0.0014086275883292265
b'\xe7\x82\xb9',0.0014063906570410448
b'12',0.0013849800289970208
b'\xe6\x9c\x80',0.0013821039744836444
b'\xe5\x88\xa9\xe5\xa5\xbd',0.0013312936780806618
b'\xe7\x9f\xad\xe7\xba\xbf',0.0013280980619546881
b'\xe8\x8a\xaf\xe7\x89\x87',0.0012999766400461192
b'\xe8\xb5\xb0',0.0012651444242730053
b'\xe5\x86\x8d',0.0012456511659045654
b'\xe5\x8d\x8e\xe4\xb8\xba',0.0012277557155991126
b'\xe6\xa6\x82\xe5\xbf\xb5\xe8\x82\xa1',0.0012168906207708017
b'\xe6\x80\xbb\xe7\xbb\x93',0.0012034690330417121
b'\xe5\x8f\xaa',0.0011942017462763881
b'\xe4\xb8\x87',0.0011862127059614539
b'\xe7\x82\x92',0.0011852540211236618
b'\xe8\x80\x81\xe5\xb8\x88',0.0011779041040339221
b'\xe9\x87\x91\xe8\x9e\x8d',0.0011686368172685983
b'\xe5\x91\xa8\xe4\xb8\x80',0.0011561739143773006
b'\xe5\xb0\x8f',0.0011526587366387296
b'\xe6\x97\xa9\xe7\x9b\x98',0.0011472261892245743
b'\xe8\xb4\xb4',0.0011392371489096398
b'\xe8\xb7\x8c\xe5\x81\x9c',0.0011139917815144473
b'\xe4\xb8\x8b\xe5\x8d\x88',0.001090024660569644
b'20',0.0010766030728405543
b'\xe6\x98\x8e\xe6\x97\xa5',0.0010734074567145806
b'\xe5\xa6\x96\xe8\x82\xa1',0.0010730878951019833
b'\xe7\x83\xad\xe7\x82\xb9',0.0010638206083366595
b'\xe4\xbf\xa1\xe6\x81\xaf',0.0010551924447965303
b'\xe4\xb8\x80\xe4\xb8\x8b',0.0010478425277067908
b'\xe6\xb1\xbd\xe8\xbd\xa6',0.0010414512954548432
b'\xe8\x83\xbd\xe6\xba\x90',0.0010277101461131561
b'\xe9\x80\xbb\xe8\xbe\x91',0.0010254732148249745
b'\xe6\x8a\x80\xe6\x9c\xaf',0.0010178037361226375
b'\xe9\x94\x99',0.001013010311933677
b'\xe7\x89\x9b\xe5\xb8\x82',0.0010126907503210795
b'\xe4\xb8\x8a\xe6\xb5\xb7',0.00100534083323134
b'\xe9\x87\x8d\xe7\xa3\x85',0.0009983104777541976
b'\xe6\xb8\xb8\xe8\xb5\x84',0.0009970322313038083
b'\xe7\x9f\xa5\xe9\x81\x93',0.000992558368727445
b'\xe4\xb9\xb0\xe5\x85\xa5',0.0009919192455022502
b'\xe8\xae\xa1\xe5\x88\x92',0.0009816932738991341
b'\xe7\x8e\xb0\xe5\x9c\xa8',0.0009682716861700444
b'\xe4\xb8\x8a\xe5\xb8\x82',0.0009676325629448498
b'\xe5\x86\x9b\xe5\xb7\xa5',0.0009606022074677075
b'\xe9\x9b\x86\xe5\x9b\xa2',0.0009554892216661495
b'\xe4\xbd\x8e\xe5\x90\xb8',0.0009398307026488782
